Molecule,Atom,x_coord,y_coord,z_coord,sigma_iso,sigma_xx,sigma_yy,sigma_zz,dia_sigma_xx,dia_sigma_yy,dia_sigma_zz,para_sigma_xx,para_sigma_yy,para_sigma_zz,sigma_11,sigma_22,sigma_33,s_tot_symmetry,span,skew
rw_cut_5_p1_4f_opt.xyz,Nucleus 30H :,-1.732136,-2.025927,1.939893,28.42,35.83,25.95,23.49,39.43,15.05,-9.2,32.8,-3.63,10.82,23.49,25.95,35.83,0,12.34,-0.6
rw_cut_5_p1_4f_opt.xyz,Nucleus 31H :,-2.713321,-2.922319,1.75692,28.03,20.1,34.34,29.65,49.33,32.93,32.23,-21.39,-6.31,-2.69,20.1,29.65,34.34,0,14.24,0.34
rw_cut_5_p1_4f_opt.xyz,Nucleus 0C :,-1.425723,-1.593336,3.220609,171.86,160.6,167.81,187.18,261.79,237.3,240.27,-83.62,-73.04,-67.09,160.6,167.81,187.18,0,26.58,-0.46
rw_cut_5_p1_4f_opt.xyz,Nucleus 3C :,-2.111676,-2.073224,4.268667,59.99,146.92,50.65,-17.61,243.43,277.69,264.88,-96.59,-227.0,-282.46,-17.61,50.65,146.92,0,164.53,-0.17
rw_cut_5_p1_4f_opt.xyz,Nucleus 4C :,-0.411257,-0.663313,3.430541,47.89,-37.87,128.06,53.48,276.66,256.35,258.3,-300.91,-129.73,-217.01,-37.87,53.48,128.06,0,165.93,0.1
rw_cut_5_p1_4f_opt.xyz,Nucleus 7C :,-0.111698,-0.240557,4.665821,56.54,139.37,4.13,26.13,276.78,267.43,263.34,-124.55,-272.12,-241.25,4.13,26.13,139.37,0,135.24,-0.67
rw_cut_5_p1_4f_opt.xyz,Nucleus 8C :,2.479643,1.59103,0.669473,63.94,160.56,28.98,2.28,234.05,271.12,255.07,-74.12,-227.0,-267.31,2.28,28.98,160.56,0,158.28,-0.66
rw_cut_5_p1_4f_opt.xyz,Nucleus 9C :,0.048429,0.305341,-1.803042,28.7,85.09,17.53,-16.53,243.83,269.14,276.25,-158.96,-251.61,-292.57,-16.53,17.53,85.09,0,101.62,-0.33
rw_cut_5_p1_4f_opt.xyz,Nucleus 11C :,2.59088,-5.916981,3.468224,36.07,95.89,18.86,-6.54,239.33,264.6,275.79,-144.96,-245.32,-281.23,-6.54,18.86,95.89,0,102.43,-0.5
rw_cut_5_p1_4f_opt.xyz,Nucleus 13C :,2.568056,-5.508438,4.48353,38.39,96.37,17.09,1.71,238.15,275.64,263.3,-142.11,-251.92,-267.89,1.71,17.09,96.37,0,94.66,-0.68
rw_cut_5_p1_4f_opt.xyz,Nucleus 15C :,1.740892,-6.592826,3.316408,37.64,90.97,19.95,1.99,235.09,276.01,263.47,-145.06,-254.94,-261.68,1.99,19.95,90.97,0,88.98,-0.6
rw_cut_5_p1_4f_opt.xyz,Nucleus 19C :,2.614295,-4.839791,2.482025,155.39,131.12,146.13,188.91,202.08,214.18,265.21,-56.02,-85.08,-74.22,131.12,146.13,188.91,0,57.79,-0.48
rw_cut_5_p1_4f_opt.xyz,Nucleus 24C :,3.242205,-4.9435,1.701375,22.34,117.29,-17.85,-32.43,233.92,269.75,263.24,-116.82,-286.8,-296.28,-32.43,-17.85,117.29,0,149.72,-0.81
rw_cut_5_p1_4f_opt.xyz,Nucleus 5N :,1.716518,-3.846154,2.403946,114.96,38.28,184.85,121.75,293.19,339.29,331.05,-108.65,-212.22,-297.79,38.28,121.75,184.85,0,146.57,0.14
rw_cut_5_p1_4f_opt.xyz,Nucleus 22N :,1.851112,-2.925392,1.449172,171.12,106.22,227.8,179.33,298.53,346.52,330.51,-225.37,-115.18,-121.65,106.22,179.33,227.8,0,121.58,0.2
rw_cut_5_p1_4f_opt.xyz,Nucleus 25N :,1.185522,-2.16959,1.334782,168.41,114.07,172.32,218.85,314.06,331.86,340.74,-211.78,-152.61,-117.03,114.07,172.32,218.85,0,104.78,0.11
rw_cut_5_p1_4f_opt.xyz,Nucleus 27N :,0.693051,-3.742591,3.251944,167.74,113.38,195.94,193.91,294.06,328.06,332.13,-98.69,-135.62,-216.72,113.38,193.91,195.94,0,82.56,0.95
rw_cut_5_p1_4f_opt.xyz,Nucleus 10F :,0.481618,-4.474808,3.908594,314.94,439.12,237.66,268.04,477.73,454.86,463.9,-23.57,-227.43,-200.68,237.66,268.04,439.12,0,201.46,-0.7
rw_cut_5_p1_4f_opt.xyz,Nucleus 12F :,0.102193,-2.92133,3.23585,335.59,443.96,285.38,277.43,454.37,475.28,480.33,-31.49,-199.15,-172.57,277.43,285.38,443.96,0,166.53,-0.9
rw_cut_5_p1_4f_opt.xyz,Nucleus 14F :,3.510312,-6.492928,3.364023,340.1,449.56,288.72,282.02,454.65,470.37,487.48,-32.68,-166.91,-192.62,282.02,288.72,449.56,0,167.54,-0.92
rw_cut_5_p1_4f_opt.xyz,Nucleus 16F :,2.698281,-2.872258,0.908955,332.11,442.35,269.77,284.2,453.71,494.47,474.84,-51.17,-183.14,-192.39,269.77,284.2,442.35,0,172.58,-0.83
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 1H :,0.979309,-0.025991,-1.331735,28.95,35.62,23.22,28.0,41.21,25.16,31.44,-0.47,-6.58,-3.91,23.22,28.0,35.62,0,12.4,-0.23
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 2H :,1.792354,0.5849,-1.729245,29.01,24.0,28.53,34.49,48.27,28.37,26.51,2.17,-4.3,-13.98,24.0,28.53,34.49,0,10.49,-0.14
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 6H :,1.143633,-1.060252,-1.651975,23.27,14.96,24.75,30.1,52.71,9.96,28.64,-23.1,-3.92,5.54,14.96,24.75,30.1,0,15.14,0.29
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 17H :,0.907439,0.093305,0.148985,23.85,20.07,26.15,25.32,45.09,26.07,32.27,-19.58,-5.7,-6.61,20.07,25.32,26.15,0,6.08,0.73
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 18H :,1.695519,0.901917,0.94573,28.58,35.3,26.93,23.52,43.11,27.78,31.87,-0.76,-8.39,-7.87,23.52,26.93,35.3,0,11.78,-0.42
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 20H :,1.318109,0.729764,2.250337,28.74,34.58,24.27,27.36,-1.81,18.32,39.05,27.86,7.77,-4.98,24.27,27.36,34.58,0,10.31,-0.4
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 21H :,1.693294,1.225437,3.04248,28.71,35.37,26.67,24.08,0.03,18.02,39.81,26.61,7.05,-5.4,24.08,26.67,35.37,0,11.29,-0.54
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 23H :,0.289853,-0.178539,2.323195,27.34,18.45,34.59,28.98,48.49,17.83,30.48,-14.12,1.8,-2.46,18.45,28.98,34.59,0,16.14,0.3
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 26H :,0.005401,-0.596414,1.020587,28.07,45.82,16.73,21.67,16.2,60.28,46.8,5.65,-31.94,-12.78,16.73,21.67,45.82,0,29.09,-0.66
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 28H :,-1.029464,-1.538095,0.837311,26.89,19.39,27.38,33.9,0.72,24.35,52.34,18.75,3.08,-18.57,19.39,27.38,33.9,0,14.51,0.1
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 29H :,-1.343296,-1.969362,-0.393388,27.31,42.38,17.8,21.76,51.95,18.8,33.05,4.46,-15.75,-10.58,17.8,21.76,42.38,0,24.58,-0.68
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 30H :,-1.732136,-2.025927,1.939893,28.38,35.73,25.93,23.49,-10.7,39.27,14.76,34.3,-3.56,11.08,23.49,25.93,35.73,0,12.24,-0.6
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 31H :,-2.713321,-2.922319,1.75692,27.95,20.18,34.56,29.12,49.45,31.83,33.33,-21.73,-6.66,-2.36,20.18,29.12,34.56,0,14.38,0.24
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 0C :,-1.425723,-1.593336,3.220609,171.8,160.64,167.65,187.1,236.7,240.11,261.48,-83.27,-72.9,-66.72,160.64,167.65,187.1,0,26.46,-0.47
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 3C :,-2.111676,-2.073224,4.268667,60.55,147.13,51.83,-17.31,241.76,277.27,264.28,-94.74,-225.38,-281.54,-17.31,51.83,147.13,0,164.44,-0.16
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 4C :,-0.411257,-0.663313,3.430541,49.01,-36.24,128.02,55.24,276.96,256.62,257.46,-299.3,-129.37,-215.36,-36.24,55.24,128.02,0,164.26,0.11
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 7C :,-0.111698,-0.240557,4.665821,56.91,139.31,4.8,26.62,276.72,262.96,266.58,-123.89,-271.7,-239.94,4.8,26.62,139.31,0,134.51,-0.68
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 8C :,2.479643,1.59103,0.669473,64.55,160.1,29.87,3.68,234.34,272.05,255.98,-74.76,-227.37,-266.6,3.68,29.87,160.1,0,156.42,-0.67
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 9C :,0.048429,0.305341,-1.803042,29.39,84.82,18.75,-15.39,243.0,269.64,276.15,-158.44,-250.74,-291.41,-15.39,18.75,84.82,0,100.21,-0.32
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 11C :,2.756315,-6.102933,3.491751,37.04,95.73,20.26,-4.86,238.83,264.49,275.8,-144.42,-244.01,-279.56,-4.86,20.26,95.73,0,100.59,-0.5
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 13C :,2.73349,-5.694389,4.507057,38.48,95.91,17.51,2.03,238.27,274.79,263.27,-142.87,-250.43,-267.58,2.03,17.51,95.91,0,93.88,-0.67
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 15C :,1.906327,-6.778778,3.339935,38.34,90.79,21.14,3.1,234.52,274.8,263.44,-144.99,-252.83,-259.91,3.1,21.14,90.79,0,87.69,-0.59
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 19C :,2.779729,-5.025742,2.505552,155.35,130.94,146.2,188.91,200.83,213.83,265.89,-54.71,-85.27,-74.52,130.94,146.2,188.91,0,57.97,-0.47
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 24C :,3.40764,-5.129451,1.724902,22.03,116.18,-16.62,-33.46,235.09,268.68,264.12,-119.06,-284.99,-297.74,-33.46,-16.62,116.18,0,149.64,-0.77
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 5N :,1.881953,-4.032105,2.427473,116.32,40.29,184.88,123.8,293.04,339.21,330.84,-108.7,-295.07,-210.37,40.29,123.8,184.88,0,144.59,0.16
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 22N :,2.016546,-3.111344,1.472699,170.09,104.13,226.47,179.67,296.78,346.36,330.36,-227.62,-114.34,-121.26,104.13,179.67,226.47,0,122.34,0.23
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 25N :,1.350956,-2.355541,1.358309,172.26,115.75,174.79,226.23,315.19,331.53,339.5,-210.28,-150.5,-108.67,115.75,174.79,226.23,0,110.48,0.07
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 27N :,0.858485,-3.928542,3.275471,171.31,115.03,203.28,195.62,291.97,327.45,332.86,-213.87,-128.84,-95.64,115.03,195.62,203.28,0,88.25,0.83
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 10F :,0.647053,-4.660759,3.93212,317.5,440.16,241.47,270.88,478.31,455.24,463.93,-22.81,-224.33,-197.84,241.47,270.88,440.16,0,198.69,-0.7
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 12F :,0.267627,-3.107282,3.259377,338.45,445.08,289.22,281.06,454.6,473.91,480.66,-29.29,-196.93,-167.58,281.06,289.22,445.08,0,164.02,-0.9
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 14F :,3.675747,-6.678879,3.38755,341.66,450.35,291.74,282.9,455.99,471.32,486.59,-31.78,-164.92,-192.21,282.9,291.74,450.35,0,167.45,-0.89
rw_cut_5_p1_4f_opt_disp_struct_0.xyz,Nucleus 16F :,2.863715,-3.058209,0.932482,334.86,443.29,274.89,286.39,454.22,492.94,475.02,-48.87,-178.34,-190.4,274.89,286.39,443.29,0,168.4,-0.86
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 1H :,0.979309,-0.025991,-1.331735,28.96,35.56,23.26,28.06,41.17,25.17,31.51,-0.48,-6.57,-3.93,23.26,28.06,35.56,0,12.3,-0.22
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 2H :,1.792354,0.5849,-1.729245,29.0,24.03,28.46,34.52,48.07,28.48,26.51,2.04,-4.37,-13.73,24.03,28.46,34.52,0,10.49,-0.15
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 6H :,1.143633,-1.060252,-1.651975,23.33,15.03,24.84,30.13,52.62,10.05,28.74,-23.01,-3.9,5.5,15.03,24.84,30.13,0,15.1,0.3
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 17H :,0.907439,0.093305,0.148985,23.89,20.14,26.18,25.35,45.12,26.09,32.35,-19.64,-5.67,-6.58,20.14,25.35,26.18,0,6.04,0.73
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 18H :,1.695519,0.901917,0.94573,28.59,35.25,26.95,23.57,42.97,27.83,31.7,-0.81,-8.21,-7.73,23.57,26.95,35.25,0,11.68,-0.42
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 20H :,1.318109,0.729764,2.250337,28.71,34.55,24.28,27.31,-2.79,18.28,39.02,28.91,7.74,-5.03,24.28,27.31,34.55,0,10.27,-0.41
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 21H :,1.693294,1.225437,3.04248,28.68,35.33,26.64,24.08,-1.02,17.98,39.83,27.73,7.03,-5.5,24.08,26.64,35.33,0,11.25,-0.54
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 23H :,0.289853,-0.178539,2.323195,27.27,18.49,34.46,28.85,48.66,16.49,30.18,-14.42,3.03,-2.14,18.49,28.85,34.46,0,15.97,0.3
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 26H :,0.005401,-0.596414,1.020587,28.28,44.14,17.97,22.74,18.77,58.52,50.39,-34.11,4.01,-12.73,17.97,22.74,44.14,0,26.17,-0.64
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 28H :,-1.029464,-1.538095,0.837311,26.87,19.43,27.24,33.94,0.15,24.55,52.64,19.38,2.7,-18.8,19.43,27.24,33.94,0,14.51,0.08
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 29H :,-1.343296,-1.969362,-0.393388,27.55,41.09,18.65,22.9,49.96,21.75,35.72,2.49,-17.28,-10.0,18.65,22.9,41.09,0,22.44,-0.62
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 30H :,-1.732136,-2.025927,1.939893,28.35,35.64,25.91,23.49,-12.17,39.14,14.47,35.77,-3.52,11.36,23.49,25.91,35.64,0,12.15,-0.6
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 31H :,-2.713321,-2.922319,1.75692,27.85,20.26,34.66,28.64,49.59,31.21,33.82,-21.89,-6.99,-2.18,20.26,28.64,34.66,0,14.4,0.16
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 0C :,-1.425723,-1.593336,3.220609,171.72,160.67,167.49,187.0,236.38,239.96,261.14,-82.9,-72.86,-66.55,160.67,167.49,187.0,0,26.33,-0.48
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 3C :,-2.111676,-2.073224,4.268667,60.86,147.24,52.54,-17.2,240.49,276.68,264.03,-93.37,-224.06,-281.19,-17.2,52.54,147.24,0,164.44,-0.15
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 4C :,-0.411257,-0.663313,3.430541,49.88,-35.0,127.92,56.72,276.94,257.29,256.3,-298.04,-129.15,-213.71,-35.0,56.72,127.92,0,162.92,0.13
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 7C :,-0.111698,-0.240557,4.665821,57.04,139.2,4.93,26.98,276.7,262.14,266.15,-123.27,-271.68,-238.93,4.93,26.98,139.2,0,134.27,-0.67
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 8C :,2.479643,1.59103,0.669473,64.55,159.79,29.84,4.01,234.78,272.88,257.0,-75.54,-228.63,-266.85,4.01,29.84,159.79,0,155.78,-0.67
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 9C :,0.048429,0.305341,-1.803042,29.8,84.57,19.53,-14.69,241.87,270.15,275.97,-157.7,-250.28,-290.59,-14.69,19.53,84.57,0,99.26,-0.31
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 11C :,2.921749,-6.288884,3.515277,37.57,95.55,20.89,-3.74,238.78,264.33,275.93,-144.23,-243.49,-278.63,-3.74,20.89,95.55,0,99.29,-0.5
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 13C :,2.898924,-5.880341,4.530583,38.35,95.6,17.51,1.93,238.18,274.53,263.23,-143.42,-249.71,-267.77,1.93,17.51,95.6,0,93.67,-0.67
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 15C :,2.071761,-6.964729,3.363461,38.72,90.62,21.83,3.71,234.34,274.25,263.17,-144.94,-251.61,-259.05,3.71,21.83,90.62,0,86.91,-0.58
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 19C :,2.945164,-5.211694,2.529078,155.33,130.83,146.26,188.9,199.68,213.45,266.55,-53.51,-85.35,-74.82,130.83,146.26,188.9,0,58.07,-0.47
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 24C :,3.573074,-5.315402,1.748429,21.87,115.63,-15.88,-34.14,235.61,267.96,264.88,-120.11,-283.73,-299.0,-34.14,-15.88,115.63,0,149.77,-0.76
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 5N :,2.047387,-4.218056,2.451,117.6,42.28,184.87,125.64,292.87,339.13,330.72,-108.72,-292.44,-208.78,42.28,125.64,184.87,0,142.59,0.17
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 22N :,2.181981,-3.297295,1.496226,169.33,102.72,225.32,179.95,294.96,346.31,330.31,-229.28,-112.92,-121.38,102.72,179.95,225.32,0,122.6,0.26
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 25N :,1.516391,-2.541492,1.381836,174.15,116.47,175.82,230.17,316.94,332.06,338.88,-209.81,-151.06,-104.54,116.47,175.82,230.17,0,113.7,0.04
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 27N :,1.02392,-4.114494,3.298998,173.07,115.53,207.85,195.84,291.76,333.85,326.95,-212.63,-125.71,-95.0,115.53,195.84,207.85,0,92.32,0.74
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 10F :,0.812487,-4.846711,3.955647,319.54,440.89,244.68,273.04,478.71,455.52,463.97,-22.31,-221.52,-195.75,244.68,273.04,440.89,0,196.21,-0.71
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 12F :,0.433062,-3.293233,3.282903,340.55,445.95,283.39,292.32,454.93,473.2,480.87,-27.86,-195.33,-164.14,283.39,292.32,445.95,0,162.56,-0.89
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 14F :,3.841181,-6.864831,3.411076,342.58,451.04,293.25,283.45,456.77,472.06,485.78,-30.72,-164.26,-191.89,283.45,293.25,451.04,0,167.59,-0.88
rw_cut_5_p1_4f_opt_disp_struct_1.xyz,Nucleus 16F :,3.02915,-3.24416,0.956009,336.96,444.02,278.74,288.11,454.52,492.16,475.02,-47.21,-174.68,-188.95,278.74,288.11,444.02,0,165.28,-0.89
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 1H :,0.979309,-0.025991,-1.331735,29.08,35.36,23.42,28.45,40.96,25.69,30.9,-6.64,-0.65,-3.03,23.42,28.45,35.36,0,11.94,-0.16
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 2H :,1.792354,0.5849,-1.729245,28.96,24.04,28.07,34.77,46.86,28.13,26.1,-12.39,-3.75,1.93,24.04,28.07,34.77,0,10.73,-0.25
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 6H :,1.143633,-1.060252,-1.651975,23.65,15.33,25.2,30.42,51.41,10.47,29.82,-21.48,-4.45,5.17,15.33,25.2,30.42,0,15.09,0.31
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 17H :,0.907439,0.093305,0.148985,24.13,20.5,25.43,26.47,45.11,26.8,31.79,-19.64,-6.12,-5.54,20.5,25.43,26.47,0,5.97,0.65
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 18H :,1.695519,0.901917,0.94573,28.64,35.02,27.11,23.78,42.38,27.46,31.75,-0.63,-8.42,-6.61,23.78,27.11,35.02,0,11.24,-0.41
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 20H :,1.318109,0.729764,2.250337,28.55,34.38,24.35,26.93,-10.42,17.59,39.19,36.99,8.07,-5.76,24.35,26.93,34.38,0,10.03,-0.48
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 21H :,1.693294,1.225437,3.04248,28.55,35.15,26.4,24.11,-9.32,17.41,40.38,36.48,7.32,-6.62,24.11,26.4,35.15,0,11.04,-0.58
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 23H :,0.289853,-0.178539,2.323195,26.93,18.63,33.96,28.21,4.81,50.36,28.38,-16.68,14.46,-0.54,18.63,28.21,33.96,0,15.33,0.25
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 26H :,0.005401,-0.596414,1.020587,27.06,37.34,23.91,19.93,72.77,27.09,47.93,-52.77,-11.03,-2.82,19.93,23.91,37.34,0,17.41,-0.54
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 28H :,-1.029464,-1.538095,0.837311,26.57,19.68,26.37,33.65,-0.71,25.05,56.31,20.51,1.27,-22.72,19.68,26.37,33.65,0,13.97,-0.04
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 29H :,-1.343296,-1.969362,-0.393388,26.73,36.13,19.88,24.17,29.8,44.0,55.32,-35.23,-5.23,-8.46,19.88,24.17,36.13,0,16.25,-0.47
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 30H :,-1.732136,-2.025927,1.939893,28.18,35.13,25.91,23.5,-24.55,38.47,11.77,48.17,-3.38,14.07,23.5,25.91,35.13,0,11.63,-0.59
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 31H :,-2.713321,-2.922319,1.75692,27.19,34.65,26.32,20.6,51.96,28.05,36.17,-24.25,-9.1,-1.26,20.6,26.32,34.65,0,14.05,-0.19
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 0C :,-1.425723,-1.593336,3.220609,171.39,186.81,160.76,166.61,259.34,236.38,238.53,-80.27,-73.4,-66.4,160.76,166.61,186.81,0,26.05,-0.55
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 3C :,-2.111676,-2.073224,4.268667,61.08,147.42,53.41,-17.6,240.26,274.36,263.72,-92.9,-220.87,-281.36,-17.6,53.41,147.42,0,165.02,-0.14
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 4C :,-0.411257,-0.663313,3.430541,53.28,-30.41,127.27,62.99,274.88,258.89,255.47,-293.52,-130.07,-205.8,-30.41,62.99,127.27,0,157.68,0.18
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 7C :,-0.111698,-0.240557,4.665821,56.56,138.48,3.35,27.84,275.49,260.94,265.78,-122.59,-272.07,-237.87,3.35,27.84,138.48,0,135.13,-0.64
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 8C :,2.479643,1.59103,0.669473,63.07,158.98,27.14,3.09,235.97,271.72,261.57,-77.5,-236.11,-266.46,3.09,27.14,158.98,0,155.89,-0.69
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 9C :,0.048429,0.305341,-1.803042,29.7,83.33,20.46,-14.7,237.44,269.71,272.16,-154.32,-249.08,-286.83,-14.7,20.46,83.33,0,98.03,-0.28
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 11C :,4.410659,-7.962447,3.727018,37.66,94.58,20.89,-2.49,239.51,264.19,274.35,-145.16,-243.82,-276.09,-2.49,20.89,94.58,0,97.07,-0.52
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 13C :,4.387834,-7.553904,4.742324,36.72,94.5,16.17,-0.5,237.21,263.45,274.32,-142.71,-251.63,-270.46,-0.5,16.17,94.5,0,95.0,-0.65
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 15C :,3.560671,-8.638292,3.575203,38.65,89.7,22.64,3.62,233.17,273.28,262.73,-143.68,-250.26,-259.29,3.62,22.64,89.7,0,86.08,-0.56
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 19C :,4.434073,-6.885257,2.74082,155.14,130.43,146.4,188.6,190.45,209.37,271.84,-44.24,-75.89,-86.11,130.43,146.4,188.6,0,58.17,-0.45
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 24C :,5.061984,-6.988966,1.96017,21.37,115.36,-15.4,-35.86,239.29,271.13,263.48,-124.06,-280.65,-305.09,-35.86,-15.4,115.36,0,151.22,-0.73
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 5N :,3.536297,-5.89162,2.662741,122.16,49.74,184.54,132.19,293.66,338.34,330.51,-109.47,-203.51,-283.04,49.74,132.19,184.54,0,134.8,0.22
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 22N :,3.67089,-4.970858,1.707967,167.02,98.98,221.15,180.93,279.59,348.58,330.29,-236.19,-97.49,-123.72,98.98,180.93,221.15,0,122.17,0.34
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 25N :,3.0053,-4.215056,1.593577,175.5,116.2,176.17,234.12,321.56,345.75,335.32,-211.35,-163.5,-101.28,116.2,176.17,234.12,0,117.92,0.02
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 27N :,2.51283,-5.788057,3.510739,174.57,114.66,213.42,195.62,300.51,339.84,324.62,-211.26,-103.38,-126.64,114.66,195.62,213.42,0,98.76,0.64
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 10F :,2.301397,-6.520274,4.167388,326.42,443.05,256.01,280.2,480.47,458.07,463.64,-20.32,-210.69,-191.91,256.01,280.2,443.05,0,187.04,-0.74
rw_cut_5_p1_4f_opt_disp_struct_10.xyz,Nucleus 12F :,1.921971,-4.966796,3.494645,347.68,449.19,290.37,303.49,480.62,471.48,457.5,-22.39,-189.67,-154.49,290.37,303.49,449.19,0,158.82,-0.83
